stop_id,stop_name,stop_lat,stop_lon
501S,Eastchester-Dyre Av,40.8883,-73.830834
502S,Baychester Av,40.878663,-73.838591
503S,Gun Hill Rd,40.869526,-73.846384
504S,Pelham Pkwy,40.858985,-73.855359
505S,Morris Park,40.854364,-73.860495
213S,E 180 St,40.841894,-73.873488
505N,Morris Park,40.854364,-73.860495
504N,Pelham Pkwy,40.858985,-73.855359
503N,Gun Hill Rd,40.869526,-73.846384
502N,Baychester Av,40.878663,-73.838591
501N,Eastchester-Dyre Av,40.8883,-73.830834
214S,West Farms Sq-E Tremont Av,40.840295,-73.880049
215S,174 St,40.837288,-73.887734
216S,Freeman St,40.829993,-73.891865
217S,Simpson St,40.824073,-73.893064
218S,Intervale Av,40.822181,-73.896736
219S,Prospect Av,40.819585,-73.90177
220S,Jackson Av,40.81649,-73.907807
221S,3 Av-149 St,40.816109,-73.917757
222S,149 St-Grand Concourse,40.81841,-73.926718
416S,138 St-Grand Concourse,40.813224,-73.929849
621S,125 St,40.804138,-73.937594
626S,86 St,40.779492,-73.955589
629S,59 St,40.762526,-73.967967
631S,Grand Central-42 St,40.751776,-73.976848
635S,14 St-Union Sq,40.734673,-73.989951
640S,Brooklyn Bridge-City Hall,40.713065,-74.004131
418S,Fulton St,40.710368,-74.009509
419S,Wall St,40.707557,-74.011862
420S,Bowling Green,40.704817,-74.014065
419N,Wall St,40.707557,-74.011862
418N,Fulton St,40.710368,-74.009509
640N,Brooklyn Bridge-City Hall,40.713065,-74.004131
635N,14 St-Union Sq,40.734673,-73.989951
631N,Grand Central-42 St,40.751776,-73.976848
629N,59 St,40.762526,-73.967967
626N,86 St,40.779492,-73.955589
621N,125 St,40.804138,-73.937594
416N,138 St-Grand Concourse,40.813224,-73.929849
222N,149 St-Grand Concourse,40.81841,-73.926718
221N,3 Av-149 St,40.816109,-73.917757
220N,Jackson Av,40.81649,-73.907807
219N,Prospect Av,40.819585,-73.90177
218N,Intervale Av,40.822181,-73.896736
217N,Simpson St,40.824073,-73.893064
216N,Freeman St,40.829993,-73.891865
215N,174 St,40.837288,-73.887734
214N,West Farms Sq-E Tremont Av,40.840295,-73.880049
213N,E 180 St,40.841894,-73.873488
423S,Borough Hall,40.692404,-73.990151
234S,Nevins St,40.688246,-73.980492
235S,Atlantic Av-Barclays Ctr,40.684359,-73.977666
239S,Franklin Av-Medgar Evers College,40.670682,-73.958131
241S,President St-Medgar Evers College,40.667883,-73.950683
242S,Sterling St,40.662742,-73.95085
243S,Winthrop St,40.656652,-73.9502
244S,Church Av,40.650843,-73.949575
245S,Beverly Rd,40.645098,-73.948959
246S,Newkirk Av-Little Haiti,40.639967,-73.948411
247S,Flatbush Av-Brooklyn College,40.632836,-73.947642
256N,Van Siclen Av,40.665449,-73.889395
255N,Pennsylvania Av,40.664635,-73.894895
254N,Junius St,40.663515,-73.902447
253N,Rockaway Av,40.662549,-73.908946
252N,Saratoga Av,40.661453,-73.916327
251N,Sutter Av-Rutland Rd,40.664717,-73.92261
250N,Crown Hts-Utica Av,40.668897,-73.932942
249N,Kingston Av,40.669399,-73.942161
248N,Nostrand Av,40.669847,-73.950466
239N,Franklin Av-Medgar Evers College,40.670682,-73.958131
235N,Atlantic Av-Barclays Ctr,40.684359,-73.977666
234N,Nevins St,40.688246,-73.980492
423N,Borough Hall,40.692404,-73.990151
420N,Bowling Green,40.704817,-74.014065
246N,Newkirk Av-Little Haiti,40.639967,-73.948411
245N,Beverly Rd,40.645098,-73.948959
244N,Church Av,40.650843,-73.949575
243N,Winthrop St,40.656652,-73.9502
242N,Sterling St,40.662742,-73.95085
241N,President St-Medgar Evers College,40.667883,-73.950683
205S,233 St,40.893193,-73.857473
206S,225 St,40.888022,-73.860341
207S,219 St,40.883895,-73.862633
208S,Gun Hill Rd,40.87785,-73.866256
209S,Burke Av,40.871356,-73.867164
210S,Allerton Av,40.865462,-73.867352
211S,Pelham Pkwy,40.857192,-73.867615
212S,Bronx Park East,40.848828,-73.868457
250S,Crown Hts-Utica Av,40.668897,-73.932942
208N,Gun Hill Rd,40.87785,-73.866256
212N,Bronx Park East,40.848828,-73.868457
211N,Pelham Pkwy,40.857192,-73.867615
210N,Allerton Av,40.865462,-73.867352
209N,Burke Av,40.871356,-73.867164
207N,219 St,40.883895,-73.862633
206N,225 St,40.888022,-73.860341
205N,233 St,40.893193,-73.857473
204N,Nereid Av,40.898379,-73.854376
