stop_id,stop_name,stop_lat,stop_lon
601S,Pelham Bay Park,40.852462,-73.828121
602S,Buhre Av,40.84681,-73.832569
603S,Middletown Rd,40.843863,-73.836322
604S,Westchester Sq-E Tremont Av,40.839892,-73.842952
606S,Zerega Av,40.836488,-73.847036
607S,Castle Hill Av,40.834255,-73.851222
608S,Parkchester,40.833226,-73.860816
609S,St Lawrence Av,40.831509,-73.867618
610S,Morrison Av-Soundview,40.829521,-73.874516
611S,Elder Av,40.828584,-73.879159
612S,Whitlock Av,40.826525,-73.886283
613S,Hunts Point Av,40.820948,-73.890549
614S,Longwood Av,40.816104,-73.896435
615S,E 149 St,40.812118,-73.904098
616S,E 143 St-St Mary's St,40.808719,-73.907657
617S,Cypress Av,40.805368,-73.914042
618S,Brook Av,40.807566,-73.91924
619S,3 Av-138 St,40.810476,-73.926138
621S,125 St,40.804138,-73.937594
622S,116 St,40.798629,-73.941617
623S,110 St,40.79502,-73.94425
624S,103 St,40.7906,-73.947478
625S,96 St,40.785672,-73.95107
626S,86 St,40.779492,-73.955589
627S,77 St,40.77362,-73.959874
628S,68 St-Hunter College,40.768141,-73.96387
629S,59 St,40.762526,-73.967967
630S,51 St,40.757107,-73.97192
631S,Grand Central-42 St,40.751776,-73.976848
632S,33 St,40.746081,-73.982076
633S,28 St,40.74307,-73.984264
634S,23 St,40.739864,-73.986599
635S,14 St-Union Sq,40.734673,-73.989951
636S,Astor Pl,40.730054,-73.99107
637S,Bleecker St,40.725915,-73.994659
638S,Spring St,40.722301,-73.997141
639S,Canal St,40.718803,-74.000193
640S,Brooklyn Bridge-City Hall,40.713065,-74.004131
639N,Canal St,40.718803,-74.000193
638N,Spring St,40.722301,-73.997141
637N,Bleecker St,40.725915,-73.994659
636N,Astor Pl,40.730054,-73.99107
635N,14 St-Union Sq,40.734673,-73.989951
634N,23 St,40.739864,-73.986599
633N,28 St,40.74307,-73.984264
632N,33 St,40.746081,-73.982076
631N,Grand Central-42 St,40.751776,-73.976848
630N,51 St,40.757107,-73.97192
629N,59 St,40.762526,-73.967967
628N,68 St-Hunter College,40.768141,-73.96387
627N,77 St,40.77362,-73.959874
626N,86 St,40.779492,-73.955589
625N,96 St,40.785672,-73.95107
624N,103 St,40.7906,-73.947478
623N,110 St,40.79502,-73.94425
622N,116 St,40.798629,-73.941617
621N,125 St,40.804138,-73.937594
619N,3 Av-138 St,40.810476,-73.926138
618N,Brook Av,40.807566,-73.91924
617N,Cypress Av,40.805368,-73.914042
616N,E 143 St-St Mary's St,40.808719,-73.907657
615N,E 149 St,40.812118,-73.904098
614N,Longwood Av,40.816104,-73.896435
613N,Hunts Point Av,40.820948,-73.890549
612N,Whitlock Av,40.826525,-73.886283
611N,Elder Av,40.828584,-73.879159
610N,Morrison Av-Soundview,40.829521,-73.874516
609N,St Lawrence Av,40.831509,-73.867618
608N,Parkchester,40.833226,-73.860816
607N,Castle Hill Av,40.834255,-73.851222
606N,Zerega Av,40.836488,-73.847036
604N,Westchester Sq-E Tremont Av,40.839892,-73.842952
603N,Middletown Rd,40.843863,-73.836322
602N,Buhre Av,40.84681,-73.832569
601N,Pelham Bay Park,40.852462,-73.828121
