stop_id,stop_name,stop_lat,stop_lon
301S,Harlem-148 St,40.82388,-73.93647
302S,145 St,40.820421,-73.936245
224S,135 St,40.814229,-73.94077
225S,125 St,40.807754,-73.945495
226S,116 St,40.802098,-73.949625
227S,Central Park North (110 St),40.799075,-73.951822
120S,96 St,40.793919,-73.972323
123S,72 St,40.778453,-73.98197
127S,Times Sq-42 St,40.75529,-73.987495
123N,72 St,40.778453,-73.98197
120N,96 St,40.793919,-73.972323
227N,Central Park North (110 St),40.799075,-73.951822
226N,116 St,40.802098,-73.949625
225N,125 St,40.807754,-73.945495
224N,135 St,40.814229,-73.94077
302N,145 St,40.820421,-73.936245
301N,Harlem-148 St,40.82388,-73.93647
128S,34 St-Penn Station,40.750373,-73.991057
132S,14 St,40.737826,-74.000201
137S,Chambers St,40.715478,-74.009266
228S,Park Place,40.713051,-74.008811
229S,Fulton St,40.709416,-74.006571
230S,Wall St,40.706821,-74.0091
231S,Clark St,40.697466,-73.993086
232S,Borough Hall,40.693219,-73.989998
233S,Hoyt St,40.690545,-73.985065
234S,Nevins St,40.688246,-73.980492
235S,Atlantic Av-Barclays Ctr,40.684359,-73.977666
236S,Bergen St,40.680829,-73.975098
237S,Grand Army Plaza,40.675235,-73.971046
238S,Eastern Pkwy-Brooklyn Museum,40.671987,-73.964375
239S,Franklin Av-Medgar Evers College,40.670682,-73.958131
248S,Nostrand Av,40.669847,-73.950466
249S,Kingston Av,40.669399,-73.942161
250S,Crown Hts-Utica Av,40.668897,-73.932942
251S,Sutter Av-Rutland Rd,40.664717,-73.92261
252S,Saratoga Av,40.661453,-73.916327
253S,Rockaway Av,40.662549,-73.908946
254S,Junius St,40.663515,-73.902447
255S,Pennsylvania Av,40.664635,-73.894895
256S,Van Siclen Av,40.665449,-73.889395
257S,New Lots Av,40.666235,-73.884079
256N,Van Siclen Av,40.665449,-73.889395
255N,Pennsylvania Av,40.664635,-73.894895
254N,Junius St,40.663515,-73.902447
253N,Rockaway Av,40.662549,-73.908946
252N,Saratoga Av,40.661453,-73.916327
251N,Sutter Av-Rutland Rd,40.664717,-73.92261
250N,Crown Hts-Utica Av,40.668897,-73.932942
249N,Kingston Av,40.669399,-73.942161
248N,Nostrand Av,40.669847,-73.950466
239N,Franklin Av-Medgar Evers College,40.670682,-73.958131
238N,Eastern Pkwy-Brooklyn Museum,40.671987,-73.964375
237N,Grand Army Plaza,40.675235,-73.971046
236N,Bergen St,40.680829,-73.975098
235N,Atlantic Av-Barclays Ctr,40.684359,-73.977666
234N,Nevins St,40.688246,-73.980492
233N,Hoyt St,40.690545,-73.985065
232N,Borough Hall,40.693219,-73.989998
231N,Clark St,40.697466,-73.993086
230N,Wall St,40.706821,-74.0091
229N,Fulton St,40.709416,-74.006571
228N,Park Place,40.713051,-74.008811
137N,Chambers St,40.715478,-74.009266
132N,14 St,40.737826,-74.000201
128N,34 St-Penn Station,40.750373,-73.991057
127N,Times Sq-42 St,40.75529,-73.987495
