stop_id,stop_name,stop_lat,stop_lon
701S,Flushing-Main St,40.7596,-73.83003
702S,Mets-Willets Point,40.754622,-73.845625
705S,111 St,40.75173,-73.855334
706S,103 St-Corona Plaza,40.749865,-73.8627
707S,Junction Blvd,40.749145,-73.869527
708S,90 St-Elmhurst Av,40.748408,-73.876613
709S,82 St-Jackson Hts,40.747659,-73.883697
710S,74 St-Broadway,40.746848,-73.891394
711S,69 St,40.746325,-73.896403
712S,61 St-Woodside,40.74563,-73.902984
713S,52 St,40.744149,-73.912549
714S,46 St-Bliss St,40.743132,-73.918435
715S,40 St-Lowery St,40.743781,-73.924016
716S,33 St-Rawson St,40.744587,-73.930997
718S,Queensboro Plaza,40.750582,-73.940202
719S,Court Sq,40.747023,-73.945264
720S,Hunters Point Av,40.742216,-73.948916
721S,Vernon Blvd-Jackson Av,40.742626,-73.953581
723S,Grand Central-42 St,40.751431,-73.976041
724S,5 Av,40.753821,-73.981963
725S,Times Sq-42 St,40.755477,-73.987691
726S,34 St-Hudson Yards,40.755882,-74.00191
725N,Times Sq-42 St,40.755477,-73.987691
724N,5 Av,40.753821,-73.981963
723N,Grand Central-42 St,40.751431,-73.976041
721N,Vernon Blvd-Jackson Av,40.742626,-73.953581
720N,Hunters Point Av,40.742216,-73.948916
719N,Court Sq,40.747023,-73.945264
718N,Queensboro Plaza,40.750582,-73.940202
716N,33 St-Rawson St,40.744587,-73.930997
715N,40 St-Lowery St,40.743781,-73.924016
714N,46 St-Bliss St,40.743132,-73.918435
713N,52 St,40.744149,-73.912549
712N,61 St-Woodside,40.74563,-73.902984
711N,69 St,40.746325,-73.896403
710N,74 St-Broadway,40.746848,-73.891394
709N,82 St-Jackson Hts,40.747659,-73.883697
708N,90 St-Elmhurst Av,40.748408,-73.876613
707N,Junction Blvd,40.749145,-73.869527
706N,103 St-Corona Plaza,40.749865,-73.8627
705N,111 St,40.75173,-73.855334
702N,Mets-Willets Point,40.754622,-73.845625
701N,Flushing-Main St,40.7596,-73.83003
